name,folder,bytes,account_id,performance_id,fs,samp_len,ratio,birth_year,gender,device_os,headphones,city_id,locale,country,latitude,longitude,creation_timestamp,perf,negpeak,pospeak,intropow,restpow,clean,trash,nfiles,nclean,evalTrim_exists,countryNum,localeNum
97088611_12788881.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1075460,97088620,97088611_12788881  ,22050,4215296,0.0004,NaN,N,iOS    ,NaN,NaN,de_DE      ,DE  ,NaN,NaN,1374072154,97088611_12788881.wav,-1.0000,1.0000,0.8457,2331.8149,PRETTYClean,NaN,836,694,1,26,9
95063825_11415757.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1043468,95065402,95063825_11415757  ,22050,4215808,0.0082,NaN,N,iOS    ,NaN,NaN,de_DE      ,DE  ,NaN,NaN,1372840999,95063825_11415757.wav,-0.6235,0.4943,2.2022,268.1357,PRETTYClean,NaN,3509,2881,1,26,9
90646944_136675358.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1074200,39941905,90646944_136675358 ,22050,4214400,0.0115,1998,F,iOS    ,1,NaN,de_DE      ,DE  ,51,9,1434653947,90646944_136675358.wav,-0.1702,0.1655,1.1030,95.8628,PRETTYClean,NaN,1490,1225,1,26,9
90646944_102250987.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1059611,39941905,90646944_102250987 ,22050,4214400,0.0003,1998,F,iOS    ,1,NaN,de_DE      ,DE  ,51,9,1424182989,90646944_102250987.wav,-0.3087,0.2937,0.1221,453.8984,PRETTYClean,NaN,422,351,1,26,9
86626536_8218565.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1098050,9719189,86626536_8218565   ,22050,4215296,0.0004,NaN,N,iOS    ,NaN,NaN,de_DE      ,DE  ,50.94,7.07,1369922131,86626536_8218565.wav,-0.4812,0.4486,0.1923,484.6106,PRETTYClean,NaN,12586,10306,1,26,9
85833752_12031500.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1088710,14893384,85833752_12031500  ,22050,4214784,0.0004,1980,M,iOS    ,NaN,NaN,de_DE      ,DE  ,51.4,7.69,1373401865,85833752_12031500.wav,-0.5122,0.5514,0.2151,611.9371,PRETTYClean,NaN,1499,1234,1,26,9
85533936_8736827.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1102781,1000402,85533936_8736827   ,22050,4214784,0,NaN,N,iOS    ,NaN,2852566,de_DE      ,DE  ,50.88,7.06,1370385602,85533936_8736827.wav,-0.5049,0.5442,0.0237,723.8031,PRETTYClean,NaN,8735,7149,1,26,9
83052442_11818006.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1144280,83052481,83052442_11818006  ,22050,4214784,0.0049,NaN,N,iOS    ,NaN,NaN,de_DE      ,DE  ,NaN,NaN,1373224940,83052442_11818006.wav,-0.2705,0.2399,0.9557,194.2842,PRETTYClean,NaN,6624,5453,1,26,9
81849908_6696623.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1091875,59900864,81849908_6696623   ,22050,4214784,0.0003,NaN,N,iOS    ,NaN,NaN,de_DE      ,DE  ,NaN,NaN,1368101558,81849908_6696623.wav,-0.3532,0.3330,0.0718,286.7879,PRETTYClean,NaN,12429,10180,1,26,9
70889910_126970708.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1094756,764582,70889910_126970708 ,22050,4214400,0,NaN,N,iOS    ,1,NaN,de_DE      ,DE  ,52.55,13.41,1431706495,70889910_126970708.wav,-0.5800,0.4485,0.0159,1147.0762,PRETTYClean,NaN,10713,8764,1,26,9
99681635_13066708.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1072475,99675877,99681635_13066708  ,22050,4214784,0.0082,1996,F,iOS    ,NaN,NaN,en_AU      ,AU  ,-37.77,144.92,1374313487,99681635_13066708.wav,-0.3130,0.3788,4.9564,601.3761,PRETTYClean,NaN,2786,2292,1,7,20
98686484_17152626.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1127725,98683977,98686484_17152626  ,22050,4214656,0.0031,1984,F,iOS    ,NaN,8335327,en_AU      ,AU  ,-33.9,151.2,1378640800,98686484_17152626.wav,-0.9536,0.8361,8.8981,2851.7346,PRETTYClean,NaN,5716,4705,1,7,20
96432625_47035257.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1144355,96712858,96432625_47035257  ,22050,4214528,0.0092,1977,F,iOS    ,0,NaN,en_AU      ,AU  ,-37.85,144.68,1402496023,96432625_47035257.wav,-0.9742,1.0000,11.0889,1200.8008,PRETTYClean,NaN,4391,3611,1,7,20
95045140_13434542.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1180986,95040665,95045140_13434542  ,22050,4215296,0.0376,1972,F,iOS    ,NaN,NaN,en_AU      ,AU  ,-19.64,147.47,1374653997,95045140_13434542.wav,-0.2494,0.2631,11.9455,317.8498,PRETTYClean,NaN,6892,5673,1,7,20
90840078_9959505.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1155091,90838507,90840078_9959505   ,22050,4214784,0.0125,NaN,N,iOS    ,NaN,NaN,en_AU      ,AU  ,NaN,NaN,1371547944,90840078_9959505.wav,-0.7315,1.0000,8.3305,667.9398,PRETTYClean,NaN,880,729,1,7,20
89890352_17534685.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1097601,89888405,89890352_17534685  ,22050,4161920,0,NaN,N,iOS    ,NaN,NaN,en_AU      ,AU  ,NaN,NaN,1379204317,89890352_17534685.wav,-0.6360,0.5811,0.0178,1001.8599,PRETTYClean,NaN,7548,6190,1,7,20
87946386_67984251.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1126912,87948112,87946386_67984251  ,22050,4214784,0.0001,1992,M,iOS    ,1,NaN,en_AU      ,AU  ,-27,133,1412477645,87946386_67984251.wav,-0.4345,0.5302,0.0235,295.1063,PRETTYClean,NaN,9784,8007,1,7,20
87064967_9770016.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1050988,16274932,87064967_9770016   ,22050,4214784,0.011,NaN,N,iOS    ,NaN,NaN,en_AU      ,AU  ,NaN,NaN,1371356046,87064967_9770016.wav,-0.3523,0.3075,6.2298,568.1324,PRETTYClean,NaN,5296,4352,1,7,20
86603699_9038285.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1066070,44651118,86603699_9038285   ,22050,4215296,0.0035,NaN,N,iOS    ,NaN,NaN,en_AU      ,AU  ,-37.94,145.1,1370690842,86603699_9038285.wav,-0.4067,0.3158,1.4176,409.5004,PRETTYClean,NaN,10286,8408,1,7,20
86570554_13158407.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1117838,86571514,86570554_13158407  ,22050,4215296,0.0006,1996,M,iOS    ,NaN,NaN,en_AU      ,AU  ,-27.38,153.02,1374399251,86570554_13158407.wav,-0.4084,0.4778,0.2714,460.1461,PRETTYClean,NaN,13053,10680,1,7,20
99904938_13131354.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1074048,99906585,99904938_13131354  ,22050,4214784,0.0042,NaN,N,iOS    ,NaN,NaN,en_CA      ,CA  ,43.14,-80.22,1374371650,99904938_13131354.wav,-0.3145,0.3405,2.4742,590.2528,PRETTYClean,NaN,7964,6531,1,14,25
99904938_13129571.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1075196,99906585,99904938_13129571  ,22050,4214784,0.0372,NaN,N,iOS    ,NaN,NaN,en_CA      ,CA  ,43.14,-80.22,1374370492,99904938_13129571.wav,-0.2102,0.2155,4.5414,121.9179,PRETTYClean,NaN,47,39,1,14,25
99155145_12860914.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1116113,99154237,99155145_12860914  ,22050,4214784,0,NaN,N,iOS    ,NaN,NaN,en_CA      ,CA  ,NaN,NaN,1374119903,99155145_12860914.wav,-0.6407,0.4361,0.0159,1244.8834,PRETTYClean,NaN,2632,2174,1,14,25
96979078_46150779.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1035039,80412936,96979078_46150779  ,22050,4214784,0.0003,NaN,N,iOS    ,1,NaN,en_CA      ,CA  ,51.17,-114.1,1402098335,96979078_46150779.wav,-0.9201,0.8812,0.4502,1286.6347,PRETTYClean,NaN,3196,2629,1,14,25
96566477_20410671.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1049282,96562934,96566477_20410671  ,22050,4214400,0,NaN,N,iOS    ,NaN,NaN,en_CA      ,CA  ,44.41,-79.66,1382294589,96566477_20410671.wav,-0.3980,0.3738,0.0215,741.8430,PRETTYClean,NaN,4432,3645,1,14,25
96353576_12184146.wav,/usr/ccrma/media/projects/jordan/Datasets/DAMP-AG/audio/wav,1121999,96354416,96353576_12184146  ,22050,4214784,0.0002,NaN,N,iOS    ,NaN,NaN,en_CA      ,CA  ,NaN,NaN,1373521103,96353576_12184146.wav,-0.4535,0.3864,0.0415,240.4671,PRETTYClean,NaN,3444,2831,1,14,25
